#UniProt1 UniProt2 pdbhit1 pdbhit2 identity1 identity2
P03886 P51970 5xth_PA 5xth_QA 99.4 100.0
P03886 P51970 5ldw_H 5ldw_X 77.5 90.4
P03886 P51970 5o31_G 5o31_PA 77.5 88.2
P03886 P51970 5lc5_H 5lc5_X 77.3 90.4
P03886 P51970 6g2j_H 6g2j_X 75.3 87.1
P03886 P51970 6g72_H 6g72_X 75.3 87.1
P03886 P51970 5lnk_H 5lnk_PA 75.6 87.6
P03886 P51970 6q9b_C 6q9b_L 75.6 87.6
P03886 P51970 6qa9_S 6qa9_BA 75.6 87.6
P03886 P51970 6qbx_NA 6qbx_WA 75.6 87.6
P03886 P51970 6qc2_B 6qc2_K 75.6 87.6
P03886 P51970 6qc3_MA 6qc3_VA 75.6 87.6
P03886 P51970 6qc4_V 6qc4_EA 75.6 87.6
P03886 P51970 6qc5_T 6qc5_CA 75.6 87.6
P03886 P51970 6qc6_S 6qc6_BA 75.6 87.6
P03886 P51970 6qc7_S 6qc7_BA 75.6 87.6
P03886 P51970 6qc8_S 6qc8_BA 75.6 87.6
P03886 P51970 5gup_RA 5gup_SA 75.6 91.2
P03886 Q16795 5xtd_PA 5xtd_I 99.4 100.0
P03886 Q16795 5xth_PA 5xth_I 99.4 100.0
P03886 Q16795 6g2j_H 6g2j_P 75.3 78.5
P03886 Q16795 6g72_H 6g72_P 75.3 78.5
P03886 Q16795 5lnk_H 5lnk_R 75.6 82.0
P03886 Q16795 6qbx_NA 6qbx_EA 75.6 82.0
P03886 Q16795 6qc3_MA 6qc3_EA 75.6 82.0
P03886 Q16795 6qc5_T 6qc5_K 75.6 82.0
P03886 Q16795 6qc6_S 6qc6_K 75.6 82.0
P03886 Q16795 6qc7_S 6qc7_K 75.6 82.0
P03886 Q16795 6qc8_S 6qc8_K 75.6 82.0
P03886 Q16795 5gup_RA 5gup_L 75.6 81.4
P03886 Q16795 6gcs_IA 6gcs_E 42.2 35.1
P03886 Q9P0J0 5xtc_Z 5xtc_E 99.4 100.0
P03886 Q9P0J0 5xtd_PA 5xtd_U 99.4 100.0
P03886 Q9P0J0 5xth_PA 5xth_U 99.4 100.0
P03886 Q9P0J0 5ldw_H 5ldw_Z 77.5 82.6
P03886 Q9P0J0 5o31_G 5o31_SA 77.5 86.9
P03886 Q9P0J0 5lc5_H 5lc5_Z 77.3 82.6
P03886 Q9P0J0 6g2j_H 6g2j_Z 75.3 83.3
P03886 Q9P0J0 6g72_H 6g72_Z 75.3 83.3
P03886 Q9P0J0 5lnk_H 5lnk_EA 75.6 83.2
P03886 Q9P0J0 6q9b_C 6q9b_T 75.6 83.2
P03886 Q9P0J0 6qa9_S 6qa9_JA 75.6 83.2
P03886 Q9P0J0 6qbx_NA 6qbx_LA 75.6 83.2
P03886 Q9P0J0 6qc2_B 6qc2_S 75.6 83.2
P03886 Q9P0J0 6qc3_MA 6qc3_DB 75.6 83.2
P03886 Q9P0J0 6qc4_V 6qc4_MA 75.6 83.2
P03886 Q9P0J0 6qc5_T 6qc5_R 75.6 83.2
P03886 Q9P0J0 6qc6_S 6qc6_JA 75.6 83.2
P03886 Q9P0J0 6qc7_S 6qc7_JA 75.6 83.2
P03886 Q9P0J0 6qc8_S 6qc8_JA 75.6 83.2
P03886 Q9P0J0 5gup_RA 5gup_W 75.6 86.8
P03886 Q9P0J0 6gcs_IA 6gcs_T 42.2 41.4
P03886 Q9UI09 5xtd_PA 5xtd_M 99.4 100.0
P03886 Q9UI09 5xth_PA 5xth_M 99.4 100.0
P03886 Q9UI09 5ldw_H 5ldw_QA 77.5 89.7
P03886 Q9UI09 5o31_G 5o31_HA 77.5 89.7
P03886 Q9UI09 5lc5_H 5lc5_QA 77.3 89.1
P03886 Q9UI09 6g2j_H 6g2j_QA 75.3 88.9
P03886 Q9UI09 6g72_H 6g72_QA 75.3 88.9
P03886 Q9UI09 5lnk_H 5lnk_W 75.6 89.7
P03886 Q9UI09 6qa9_S 6qa9_P 75.6 89.7
P03886 Q9UI09 6qbx_NA 6qbx_JA 75.6 89.7
P03886 Q9UI09 6qc2_B 6qc2_LB 75.6 89.7
P03886 Q9UI09 6qc3_MA 6qc3_JA 75.6 89.7
P03886 Q9UI09 6qc4_V 6qc4_LB 75.6 89.7
P03886 Q9UI09 6qc5_T 6qc5_P 75.6 89.7
P03886 Q9UI09 6qc6_S 6qc6_P 75.6 89.7
P03886 Q9UI09 6qc7_S 6qc7_P 75.6 89.7
P03886 Q9UI09 6qc8_S 6qc8_P 75.6 89.7
P03886 Q9UI09 5gup_RA 5gup_K 75.6 89.0
P03891 P03897 6g72_N 6g72_A 58.1 66.1
P03891 P03897 6g2j_N 6g2j_A 57.9 65.8
P03891 P03901 5xtc_Q 5xtc_S 99.7 97.9
P03891 P03901 5xtd_GA 5xtd_IA 99.7 97.9
P03891 P03901 5xth_GA 5xth_IA 99.7 97.9
P03891 P03901 5ldw_N 5ldw_K 64.2 73.5
P03891 P03901 5o31_M 5o31_J 64.2 73.5
P03891 P03901 5lc5_N 5lc5_K 64.1 74.2
P03891 P03901 5lnk_I 5lnk_L 64.2 76.5
P03891 P03901 6q9b_H 6q9b_E 64.2 76.5
P03891 P03901 6qa9_X 6qa9_U 64.2 76.5
P03891 P03901 6qbx_SA 6qbx_PA 64.2 76.5
P03891 P03901 6qc2_G 6qc2_D 64.2 76.5
P03891 P03901 6qc3_RA 6qc3_OA 64.2 76.5
P03891 P03901 6qc4_AA 6qc4_X 64.2 76.5
P03891 P03901 6qc5_Y 6qc5_V 64.2 76.5
P03891 P03901 6qc6_X 6qc6_U 64.2 76.5
P03891 P03901 6qc7_X 6qc7_U 64.2 76.5
P03891 P03901 6qc8_X 6qc8_U 64.2 76.5
P03891 P03901 5gup_IA 5gup_KA 63.0 76.5
P03891 P03901 6g72_N 6g72_K 58.1 66.3
P03891 P03901 6g2j_N 6g2j_K 57.9 66.0
P03891 P03905 5xtc_Q 5xtc_Y 99.7 99.6
P03891 P03905 5xtd_GA 5xtd_OA 99.7 99.6
P03891 P03905 5xth_GA 5xth_OA 99.7 99.6
P03891 P03905 5ldw_N 5ldw_M 64.2 74.6
P03891 P03905 5o31_M 5o31_L 64.2 74.6
P03891 P03905 5lc5_N 5lc5_M 64.1 74.4
P03891 P03905 5lnk_I 5lnk_K 64.2 75.7
P03891 P03905 6q9b_H 6q9b_G 64.2 75.7
P03891 P03905 6qa9_X 6qa9_W 64.2 75.7
P03891 P03905 6qbx_SA 6qbx_RA 64.2 75.7
P03891 P03905 6qc2_G 6qc2_F 64.2 75.7
P03891 P03905 6qc3_RA 6qc3_QA 64.2 75.7
P03891 P03905 6qc4_AA 6qc4_Z 64.2 75.7
P03891 P03905 6qc5_Y 6qc5_X 64.2 75.7
P03891 P03905 6qc6_X 6qc6_W 64.2 75.7
P03891 P03905 6qc7_X 6qc7_W 64.2 75.7
P03891 P03905 6qc8_X 6qc8_W 64.2 75.7
P03891 P03905 5gup_IA 5gup_QA 63.0 73.7
P03891 P03905 6g72_N 6g72_M 58.1 67.3
P03891 P03905 6g2j_N 6g2j_M 57.9 67.3
P03891 P03915 5xtc_Q 5xtc_T 99.7 99.5
P03891 P03915 5xtd_GA 5xtd_JA 99.7 99.5
P03891 P03915 5xth_GA 5xth_JA 99.7 99.5
P03891 P03915 5ldw_N 5ldw_L 64.2 70.0
P03891 P03915 5o31_M 5o31_K 64.2 70.0
P03891 P03915 5lc5_N 5lc5_L 64.1 70.1
P03891 P03915 5lnk_I 5lnk_M 64.2 69.9
P03891 P03915 6q9b_H 6q9b_F 64.2 69.9
P03891 P03915 6qa9_X 6qa9_V 64.2 69.9
P03891 P03915 6qbx_SA 6qbx_QA 64.2 69.9
P03891 P03915 6qc2_G 6qc2_E 64.2 69.9
P03891 P03915 6qc3_RA 6qc3_PA 64.2 69.9
P03891 P03915 6qc4_AA 6qc4_Y 64.2 69.9
P03891 P03915 6qc5_Y 6qc5_W 64.2 69.9
P03891 P03915 6qc6_X 6qc6_V 64.2 69.9
P03891 P03915 6qc7_X 6qc7_V 64.2 69.9
P03891 P03915 6qc8_X 6qc8_V 64.2 69.9
P03891 P03915 5gup_IA 5gup_LA 63.0 72.0
P03891 P03915 6g72_N 6g72_L 58.1 64.9
P03891 P03915 6g2j_N 6g2j_L 57.9 64.9
P03891 P03915 6gcs_LA 6gcs_MA 34.7 41.8
P03891 P03923 5xtc_Q 5xtc_U 99.7 99.4
P03891 P03923 5xtd_GA 5xtd_KA 99.7 99.4
P03891 P03923 5xth_GA 5xth_KA 99.7 99.4
P03891 P03923 5ldw_N 5ldw_J 64.2 62.1
P03891 P03923 5o31_M 5o31_I 64.2 62.1
P03891 P03923 5lc5_N 5lc5_J 64.1 61.8
P03891 P03923 5lnk_I 5lnk_N 64.2 60.9
P03891 P03923 6q9b_H 6q9b_D 64.2 60.9
P03891 P03923 6qa9_X 6qa9_T 64.2 60.9
P03891 P03923 6qbx_SA 6qbx_OA 64.2 60.9
P03891 P03923 6qc2_G 6qc2_C 64.2 60.9
P03891 P03923 6qc3_RA 6qc3_NA 64.2 60.9
P03891 P03923 6qc4_AA 6qc4_W 64.2 60.9
P03891 P03923 6qc5_Y 6qc5_U 64.2 60.9
P03891 P03923 6qc6_X 6qc6_T 64.2 60.9
P03891 P03923 6qc7_X 6qc7_T 64.2 60.9
P03891 P03923 6qc8_X 6qc8_T 64.2 60.9
P03891 P03923 5gup_IA 5gup_MA 63.0 58.4
P03891 P03923 6g72_N 6g72_J 58.1 53.6
P03891 P03923 6g2j_N 6g2j_J 57.9 53.6
P03891 P51970 5xtc_Q 5xtc_AA 99.7 100.0
P03891 P51970 5xtd_GA 5xtd_QA 99.7 100.0
P03891 P51970 5xth_GA 5xth_QA 99.7 100.0
P03891 P51970 5ldw_N 5ldw_X 64.2 90.4
P03891 P51970 5o31_M 5o31_PA 64.2 88.2
P03891 P51970 5lc5_N 5lc5_X 64.1 90.4
P03891 P51970 5lnk_I 5lnk_PA 64.2 87.6
P03891 P51970 6q9b_H 6q9b_L 64.2 87.6
P03891 P51970 6qa9_X 6qa9_BA 64.2 87.6
P03891 P51970 6qbx_SA 6qbx_WA 64.2 87.6
P03891 P51970 6qc2_G 6qc2_K 64.2 87.6
P03891 P51970 6qc3_RA 6qc3_VA 64.2 87.6
P03891 P51970 6qc4_AA 6qc4_EA 64.2 87.6
P03891 P51970 6qc5_Y 6qc5_CA 64.2 87.6
P03891 P51970 6qc6_X 6qc6_BA 64.2 87.6
P03891 P51970 6qc7_X 6qc7_BA 64.2 87.6
P03891 P51970 6qc8_X 6qc8_BA 64.2 87.6
P03891 P51970 5gup_IA 5gup_SA 63.0 91.2
P03891 P51970 6g72_N 6g72_X 58.1 87.1
P03891 P51970 6g2j_N 6g2j_X 57.9 87.1
P03891 Q86Y39 5xtc_Q 5xtc_D 99.7 100.0
P03891 Q86Y39 5xtd_GA 5xtd_T 99.7 100.0
P03891 Q86Y39 5xth_GA 5xth_T 99.7 100.0
P03891 Q86Y39 5ldw_N 5ldw_Y 64.2 72.3
P03891 Q86Y39 5o31_M 5o31_U 64.2 72.3
P03891 Q86Y39 5lc5_N 5lc5_Y 64.1 71.7
P03891 Q86Y39 6q9b_H 6q9b_I 64.2 70.0
P03891 Q86Y39 6qa9_X 6qa9_Y 64.2 70.0
P03891 Q86Y39 6qbx_SA 6qbx_TA 64.2 70.0
P03891 Q86Y39 6qc2_G 6qc2_H 64.2 70.0
P03891 Q86Y39 6qc3_RA 6qc3_SA 64.2 70.0
P03891 Q86Y39 6qc4_AA 6qc4_BA 64.2 70.0
P03891 Q86Y39 6qc5_Y 6qc5_Z 64.2 70.0
P03891 Q86Y39 6qc6_X 6qc6_Y 64.2 70.0
P03891 Q86Y39 6qc7_X 6qc7_Y 64.2 70.0
P03891 Q86Y39 6qc8_X 6qc8_Y 64.2 70.0
P03891 Q86Y39 5gup_IA 5gup_V 63.0 69.5
P03891 Q86Y39 6g72_N 6g72_Y 58.1 64.5
P03891 Q86Y39 6g2j_N 6g2j_Y 57.9 64.5
P03897 P03901 5xtc_R 5xtc_S 98.3 97.9
P03897 P03901 5xtd_HA 5xtd_IA 98.3 97.9
P03897 P03901 5xth_HA 5xth_IA 98.3 97.9
P03897 P03901 5ldw_A 5ldw_K 73.9 73.5
P03897 P03901 5o31_A 5o31_J 73.9 73.5
P03897 P03901 5lnk_J 5lnk_L 73.0 76.5
P03897 P03901 6q9b_B 6q9b_E 73.0 76.5
P03897 P03901 6qa9_R 6qa9_U 73.0 76.5
P03897 P03901 6qbx_MA 6qbx_PA 73.0 76.5
P03897 P03901 6qc2_A 6qc2_D 73.0 76.5
P03897 P03901 6qc3_LA 6qc3_OA 73.0 76.5
P03897 P03901 6qc4_U 6qc4_X 73.0 76.5
P03897 P03901 6qc5_S 6qc5_V 73.0 76.5
P03897 P03901 6qc6_R 6qc6_U 73.0 76.5
P03897 P03901 6qc7_R 6qc7_U 73.0 76.5
P03897 P03901 6qc8_R 6qc8_U 73.0 76.5
P03897 P03901 5gup_JA 5gup_KA 71.3 76.5
P03897 P03901 6g72_A 6g72_K 66.1 66.3
P03897 P03901 5lc5_A 5lc5_K 73.0 74.2
P03897 P03901 6g2j_A 6g2j_K 65.8 66.0
P03897 P03923 5xtc_R 5xtc_U 98.3 99.4
P03897 P03923 5xtd_HA 5xtd_KA 98.3 99.4
P03897 P03923 5xth_HA 5xth_KA 98.3 99.4
P03897 P03923 5ldw_A 5ldw_J 73.9 62.1
P03897 P03923 5o31_A 5o31_I 73.9 62.1
P03897 P03923 5lnk_J 5lnk_N 73.0 60.9
P03897 P03923 6q9b_B 6q9b_D 73.0 60.9
P03897 P03923 6qa9_R 6qa9_T 73.0 60.9
P03897 P03923 6qbx_MA 6qbx_OA 73.0 60.9
P03897 P03923 6qc2_A 6qc2_C 73.0 60.9
P03897 P03923 6qc3_LA 6qc3_NA 73.0 60.9
P03897 P03923 6qc4_U 6qc4_W 73.0 60.9
P03897 P03923 6qc5_S 6qc5_U 73.0 60.9
P03897 P03923 6qc6_R 6qc6_T 73.0 60.9
P03897 P03923 6qc7_R 6qc7_T 73.0 60.9
P03897 P03923 6qc8_R 6qc8_T 73.0 60.9
P03897 P03923 5gup_JA 5gup_MA 71.3 58.4
P03897 P03923 6g72_A 6g72_J 66.1 53.6
P03897 P03923 5lc5_A 5lc5_J 73.0 61.8
P03897 P03923 6g2j_A 6g2j_J 65.8 53.6
P03897 P56556 5xtd_HA 5xtd_D 98.3 100.0
P03897 P56556 5xth_HA 5xth_D 98.3 100.0
P03897 P56556 5lnk_J 5lnk_U 73.0 90.6
P03897 P56556 6qbx_MA 6qbx_HA 73.0 90.6
P03897 P56556 6qc5_S 6qc5_N 73.0 90.6
P03897 P56556 5gup_JA 5gup_Q 71.3 87.5
P03897 P56556 5lc5_A 5lc5_W 73.0 90.6
P03897 P56556 6g2j_A 6g2j_W 65.8 87.5
P03897 Q16795 5xtd_HA 5xtd_I 98.3 100.0
P03897 Q16795 5xth_HA 5xth_I 98.3 100.0
P03897 Q16795 5lnk_J 5lnk_R 73.0 82.0
P03897 Q16795 6qa9_R 6qa9_K 73.0 82.0
P03897 Q16795 6qbx_MA 6qbx_EA 73.0 82.0
P03897 Q16795 6qc5_S 6qc5_K 73.0 82.0
P03897 Q16795 5gup_JA 5gup_L 71.3 81.4
P03897 Q16795 6g2j_A 6g2j_P 65.8 78.5
P03897 Q9P0J0 5xtc_R 5xtc_E 98.3 100.0
P03897 Q9P0J0 5xtd_HA 5xtd_U 98.3 100.0
P03897 Q9P0J0 5xth_HA 5xth_U 98.3 100.0
P03897 Q9P0J0 5ldw_A 5ldw_Z 73.9 82.6
P03897 Q9P0J0 5o31_A 5o31_SA 73.9 86.9
P03897 Q9P0J0 5lnk_J 5lnk_EA 73.0 83.2
P03897 Q9P0J0 6q9b_B 6q9b_T 73.0 83.2
P03897 Q9P0J0 6qa9_R 6qa9_JA 73.0 83.2
P03897 Q9P0J0 6qbx_MA 6qbx_LA 73.0 83.2
P03897 Q9P0J0 6qc2_A 6qc2_S 73.0 83.2
P03897 Q9P0J0 6qc3_LA 6qc3_DB 73.0 83.2
P03897 Q9P0J0 6qc4_U 6qc4_MA 73.0 83.2
P03897 Q9P0J0 6qc5_S 6qc5_R 73.0 83.2
P03897 Q9P0J0 6qc6_R 6qc6_JA 73.0 83.2
P03897 Q9P0J0 6qc7_R 6qc7_JA 73.0 83.2
P03897 Q9P0J0 6qc8_R 6qc8_JA 73.0 83.2
P03897 Q9P0J0 5gup_JA 5gup_W 71.3 86.8
P03897 Q9P0J0 6g72_A 6g72_Z 66.1 83.3
P03897 Q9P0J0 5lc5_A 5lc5_Z 73.0 82.6
P03897 Q9P0J0 6g2j_A 6g2j_Z 65.8 83.3
P03901 P03915 5xtc_S 5xtc_T 97.9 99.5
P03901 P03915 5xtd_IA 5xtd_JA 97.9 99.5
P03901 P03915 5xth_IA 5xth_JA 97.9 99.5
P03901 P03915 5gup_KA 5gup_LA 76.5 72.0
P03901 P03915 5lnk_L 5lnk_M 76.5 69.9
P03901 P03915 6q9b_E 6q9b_F 76.5 69.9
P03901 P03915 6qa9_U 6qa9_V 76.5 69.9
P03901 P03915 6qbx_PA 6qbx_QA 76.5 69.9
P03901 P03915 6qc2_D 6qc2_E 76.5 69.9
P03901 P03915 6qc3_OA 6qc3_PA 76.5 69.9
P03901 P03915 6qc4_X 6qc4_Y 76.5 69.9
P03901 P03915 6qc5_V 6qc5_W 76.5 69.9
P03901 P03915 6qc6_U 6qc6_V 76.5 69.9
P03901 P03915 6qc7_U 6qc7_V 76.5 69.9
P03901 P03915 6qc8_U 6qc8_V 76.5 69.9
P03901 P03915 5ldw_K 5ldw_L 73.5 70.0
P03901 P03915 5o31_J 5o31_K 73.5 70.0
P03901 P03915 5lc5_K 5lc5_L 74.2 70.1
P03901 P03915 6g72_K 6g72_L 66.3 64.9
P03901 P03915 6g2j_K 6g2j_L 66.0 64.9
P03901 P03923 5xtc_S 5xtc_U 97.9 99.4
P03901 P03923 5xtd_IA 5xtd_KA 97.9 99.4
P03901 P03923 5xth_IA 5xth_KA 97.9 99.4
P03901 P03923 5gup_KA 5gup_MA 76.5 58.4
P03901 P03923 5lnk_L 5lnk_N 76.5 60.9
P03901 P03923 6q9b_E 6q9b_D 76.5 60.9
P03901 P03923 6qa9_U 6qa9_T 76.5 60.9
P03901 P03923 6qbx_PA 6qbx_OA 76.5 60.9
P03901 P03923 6qc2_D 6qc2_C 76.5 60.9
P03901 P03923 6qc3_OA 6qc3_NA 76.5 60.9
P03901 P03923 6qc4_X 6qc4_W 76.5 60.9
P03901 P03923 6qc5_V 6qc5_U 76.5 60.9
P03901 P03923 6qc6_U 6qc6_T 76.5 60.9
P03901 P03923 6qc7_U 6qc7_T 76.5 60.9
P03901 P03923 6qc8_U 6qc8_T 76.5 60.9
P03901 P03923 5ldw_K 5ldw_J 73.5 62.1
P03901 P03923 5o31_J 5o31_I 73.5 62.1
P03901 P03923 5lc5_K 5lc5_J 74.2 61.8
P03901 P03923 6g72_K 6g72_J 66.3 53.6
P03901 P03923 6g2j_K 6g2j_J 66.0 53.6
P03905 P03915 5xtc_Y 5xtc_T 99.6 99.5
P03905 P03915 5xtd_OA 5xtd_JA 99.6 99.5
P03905 P03915 5xth_OA 5xth_JA 99.6 99.5
P03905 P03915 5lnk_K 5lnk_M 75.7 69.9
P03905 P03915 6q9b_G 6q9b_F 75.7 69.9
P03905 P03915 6qa9_W 6qa9_V 75.7 69.9
P03905 P03915 6qbx_RA 6qbx_QA 75.7 69.9
P03905 P03915 6qc2_F 6qc2_E 75.7 69.9
P03905 P03915 6qc3_QA 6qc3_PA 75.7 69.9
P03905 P03915 6qc4_Z 6qc4_Y 75.7 69.9
P03905 P03915 6qc5_X 6qc5_W 75.7 69.9
P03905 P03915 6qc6_W 6qc6_V 75.7 69.9
P03905 P03915 6qc7_W 6qc7_V 75.7 69.9
P03905 P03915 6qc8_W 6qc8_V 75.7 69.9
P03905 P03915 5gup_QA 5gup_LA 73.7 72.0
P03905 P03915 5ldw_M 5ldw_L 74.6 70.0
P03905 P03915 5o31_L 5o31_K 74.6 70.0
P03905 P03915 5lc5_M 5lc5_L 74.4 70.1
P03905 P03915 6g72_M 6g72_L 67.3 64.9
P03905 P03915 6g2j_M 6g2j_L 67.3 64.9
P03905 P03915 6gcs_LA 6gcs_MA 31.7 41.8
P03905 P03915 3rko_B 3rko_A 33.8 35.8
P03905 P03915 3rko_H 3rko_G 33.8 35.8
P03905 P03915 4he8_E 4he8_D 32.1 42.7
P03905 P03915 4he8_L 4he8_K 32.1 42.7
P03905 P03915 4hea_DA 4hea_CA 32.1 42.7
P03905 P03915 4hea_N 4hea_M 32.1 42.7
P03905 P51970 5xtc_Y 5xtc_AA 99.6 100.0
P03905 P51970 5xtd_OA 5xtd_QA 99.6 100.0
P03905 P51970 5xth_OA 5xth_QA 99.6 100.0
P03905 P51970 5lnk_K 5lnk_PA 75.7 87.6
P03905 P51970 6q9b_G 6q9b_L 75.7 87.6
P03905 P51970 6qa9_W 6qa9_BA 75.7 87.6
P03905 P51970 6qbx_RA 6qbx_WA 75.7 87.6
P03905 P51970 6qc2_F 6qc2_K 75.7 87.6
P03905 P51970 6qc3_QA 6qc3_VA 75.7 87.6
P03905 P51970 6qc4_Z 6qc4_EA 75.7 87.6
P03905 P51970 6qc5_X 6qc5_CA 75.7 87.6
P03905 P51970 6qc6_W 6qc6_BA 75.7 87.6
P03905 P51970 6qc7_W 6qc7_BA 75.7 87.6
P03905 P51970 6qc8_W 6qc8_BA 75.7 87.6
P03905 P51970 5gup_QA 5gup_SA 73.7 91.2
P03905 P51970 5ldw_M 5ldw_X 74.6 90.4
P03905 P51970 5o31_L 5o31_PA 74.6 88.2
P03905 P51970 5lc5_M 5lc5_X 74.4 90.4
P03905 P51970 6g72_M 6g72_X 67.3 87.1
P03905 P51970 6g2j_M 6g2j_X 67.3 87.1
P03905 Q86Y39 5xtc_Y 5xtc_D 99.6 100.0
P03905 Q86Y39 5xtd_OA 5xtd_T 99.6 100.0
P03905 Q86Y39 5xth_OA 5xth_T 99.6 100.0
P03905 Q86Y39 6q9b_G 6q9b_I 75.7 70.0
P03905 Q86Y39 6qa9_W 6qa9_Y 75.7 70.0
P03905 Q86Y39 6qbx_RA 6qbx_TA 75.7 70.0
P03905 Q86Y39 6qc2_F 6qc2_H 75.7 70.0
P03905 Q86Y39 6qc3_QA 6qc3_SA 75.7 70.0
P03905 Q86Y39 6qc4_Z 6qc4_BA 75.7 70.0
P03905 Q86Y39 6qc5_X 6qc5_Z 75.7 70.0
P03905 Q86Y39 6qc6_W 6qc6_Y 75.7 70.0
P03905 Q86Y39 6qc7_W 6qc7_Y 75.7 70.0
P03905 Q86Y39 6qc8_W 6qc8_Y 75.7 70.0
P03905 Q86Y39 5gup_QA 5gup_V 73.7 69.5
P03905 Q86Y39 5ldw_M 5ldw_Y 74.6 72.3
P03905 Q86Y39 5o31_L 5o31_U 74.6 72.3
P03905 Q86Y39 5lc5_M 5lc5_Y 74.4 71.7
P03905 Q86Y39 6g72_M 6g72_Y 67.3 64.5
P03905 Q86Y39 6g2j_M 6g2j_Y 67.3 64.5
P03905 Q9NX14 5xtc_Y 5xtc_M 99.6 100.0
P03905 Q9NX14 5xtd_OA 5xtd_CA 99.6 100.0
P03905 Q9NX14 5xth_OA 5xth_CA 99.6 100.0
P03905 Q9NX14 5lnk_K 5lnk_KA 75.7 86.3
P03905 Q9NX14 6q9b_G 6q9b_Z 75.7 86.3
P03905 Q9NX14 6qa9_W 6qa9_PA 75.7 86.3
P03905 Q9NX14 6qbx_RA 6qbx_JB 75.7 86.3
P03905 Q9NX14 6qc2_F 6qc2_Y 75.7 86.3
P03905 Q9NX14 6qc3_QA 6qc3_JB 75.7 86.3
P03905 Q9NX14 6qc4_Z 6qc4_SA 75.7 86.3
P03905 Q9NX14 6qc5_X 6qc5_PA 75.7 86.3
P03905 Q9NX14 6qc6_W 6qc6_PA 75.7 86.3
P03905 Q9NX14 6qc7_W 6qc7_PA 75.7 86.3
P03905 Q9NX14 6qc8_W 6qc8_PA 75.7 86.3
P03905 Q9NX14 5gup_QA 5gup_EA 73.7 85.0
P03905 Q9NX14 5ldw_M 5ldw_GA 74.6 86.3
P03905 Q9NX14 5o31_L 5o31_AA 74.6 86.3
P03905 Q9NX14 5lc5_M 5lc5_GA 74.4 85.0
P03905 Q9NX14 6g72_M 6g72_GA 67.3 76.5
P03905 Q9NX14 6g2j_M 6g2j_GA 67.3 76.5
P03905 Q9Y6M9 5xtc_Y 5xtc_X 99.6 100.0
P03905 Q9Y6M9 5xtd_OA 5xtd_NA 99.6 100.0
P03905 Q9Y6M9 5xth_OA 5xth_NA 99.6 100.0
P03905 Q9Y6M9 5lnk_K 5lnk_HA 75.7 89.3
P03905 Q9Y6M9 6q9b_G 6q9b_W 75.7 89.3
P03905 Q9Y6M9 6qa9_W 6qa9_MA 75.7 89.3
P03905 Q9Y6M9 6qbx_RA 6qbx_GB 75.7 89.3
P03905 Q9Y6M9 6qc2_F 6qc2_V 75.7 89.3
P03905 Q9Y6M9 6qc3_QA 6qc3_GB 75.7 89.3
P03905 Q9Y6M9 6qc4_Z 6qc4_PA 75.7 89.3
P03905 Q9Y6M9 6qc5_X 6qc5_MA 75.7 89.3
P03905 Q9Y6M9 6qc6_W 6qc6_MA 75.7 89.3
P03905 Q9Y6M9 6qc7_W 6qc7_MA 75.7 89.3
P03905 Q9Y6M9 6qc8_W 6qc8_MA 75.7 89.3
P03905 Q9Y6M9 5gup_QA 5gup_PA 73.7 91.6
P03905 Q9Y6M9 5ldw_M 5ldw_NA 74.6 92.1
P03905 Q9Y6M9 5o31_L 5o31_RA 74.6 91.0
P03905 Q9Y6M9 5lc5_M 5lc5_NA 74.4 92.1
P03905 Q9Y6M9 6g72_M 6g72_NA 67.3 87.1
P03905 Q9Y6M9 6g2j_M 6g2j_NA 67.3 87.1
P03915 P03923 5gup_LA 5gup_MA 72.0 58.4
P03915 P14406 5xth_JA 5xth_CB 99.5 60.7
P03915 P15954 5gup_LA 5gup_TB 72.0 80.4
P03915 P17568 5xtc_T 5xtc_BA 99.5 100.0
P03915 P17568 5xtd_JA 5xtd_RA 99.5 100.0
P03915 P17568 5xth_JA 5xth_RA 99.5 100.0
P03915 P17568 5ldw_L 5ldw_OA 70.0 86.8
P03915 P17568 5o31_K 5o31_FA 70.0 86.8
P03915 P17568 5lc5_L 5lc5_OA 70.1 91.4
P03915 P17568 5lnk_M 5lnk_GA 69.9 85.3
P03915 P17568 6q9b_F 6q9b_V 69.9 85.3
P03915 P17568 6qa9_V 6qa9_LA 69.9 85.3
P03915 P17568 6qbx_QA 6qbx_FB 69.9 87.4
P03915 P17568 6qc2_E 6qc2_U 69.9 87.4
P03915 P17568 6qc3_PA 6qc3_FB 69.9 87.4
P03915 P17568 6qc4_Y 6qc4_OA 69.9 87.4
P03915 P17568 6qc5_W 6qc5_LA 69.9 85.3
P03915 P17568 6qc6_V 6qc6_LA 69.9 85.3
P03915 P17568 6qc7_V 6qc7_LA 69.9 85.3
P03915 P17568 6qc8_V 6qc8_LA 69.9 85.3
P03915 P17568 5gup_LA 5gup_TA 72.0 85.4
P03915 P17568 6g2j_L 6g2j_OA 64.9 82.5
P03915 P17568 6g72_L 6g72_OA 64.9 82.5
P03915 P24310 5xth_JA 5xth_CB 99.5 82.1
P03915 Q86Y39 5xtc_T 5xtc_D 99.5 100.0
P03915 Q86Y39 5xtd_JA 5xtd_T 99.5 100.0
P03915 Q86Y39 5xth_JA 5xth_T 99.5 100.0
P03915 Q86Y39 5ldw_L 5ldw_Y 70.0 72.3
